样本id,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,A22,A23,A24,A25,A26,A27,A28,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,B13,B14,收率
sample_809,300,,405,700,6:00:00,27,,,8:00:00,102,9:00:00,103,0.2,10:00:00,104,11:00:00,105,0.2,200,11:00-12:00,50,9,5,12:00:00,80,13:00:00,73,13:00-14:00,320,3.5,3.5,14:00-15:00,15:00:00,80,17:00:00,45,17:00-21:00,,,1200,0.15,440,0.943
sample_487,300,,405,700,14:00:00,34,,,15:30:00,100,16:30:00,102,0.2,17:30:00,103,18:30:00,103,0.2,200,18:00-19:30,50,9,5,20:00:00,70,20:30:00,78,3:00-4:00,300,3.5,3.5,4:00-5:00,5:00:00,65,8:00:00,45,9:00-10:30,11:30-13:00,,800,0.15,400,0.891
sample_1231,300,,405,700,22:00:00,29,,,0:00:00,101,1:00:00,103,0.2,2:00:00,104,3:00:00,105,0.2,200,3:00-4:00,50,9,5,4:00:00,80,5:00:00,73,5:00-6:00,320,3.5,3.5,6:00-7:00,7:00:00,80,9:00:00,45,9:00-10:30,10:30-12:00,12:00-13:00,1200,0.15,420,0.971
sample_1727,300,,405,700,6:00:00,28,,,8:00:00,101,9:00:00,102,0.2,10:00:00,104,11:00:00,105,0.2,200,11:00-12:00,50,9,5,12:00:00,79,13:00:00,74,13:00-14:00,320,3.5,3.5,14:00-15:00,15:00:00,78,17:00:00,45,17:00-18:30,18:30-20:00,20:00-21:00,1200,0.15,420,0.971
sample_1211,300,,405,700,22:00:00,29,,,0:00:00,101,1:00:00,103,0.2,2:00:00,104,3:00:00,105,0.2,200,3:00-4:00,50,9,5,4:00:00,80,5:00:00,73,5:00-6:00,320,3.5,3.5,6:00-7:00,7:00:00,80,9:00:00,45,9:00-10:30,10:30-12:00,12:00-13:00,1200,0.15,420,0.983
sample_529,300,,405,700,11:00:00,21,,,12:30:00,100,13:30:00,102,0.2,14:30:00,104,15:30:00,105,0.2,300,18:00:-18:30,50,9,5,19:00:00,70,19:30:00,78,3:00-4:00,330,3.5,3.5,4:00-5:00,5:00:00,65,9:30:00,45,9:30-11:00,11:30-13:00,,800,0.15,420,0.918
sample_1916,300,,405,700,22:00:00,29,,,0:00:00,102,1:00:00,103,0.2,2:00:00,104,3:00:00,105,0.2,200,3:00-4:00,50,9,5,4:00:00,78,5:00:00,73,5:00-6:00,320,3.5,3.5,6:00-7:00,7:00:00,80,9:00:00,45,9:00-10:30,10:30-12:00,12:00-13:00,1200,0.15,420,0.935
sample_657,300,,405,700,14:00:00,30,,,16:00:00,101,17:00:00,102,0.2,18:00:00,104,19:00:00,106,0.2,200,19:00-20:00,50,9,5,20:00:00,78,21:00:00,73,21:00-22:00,320,3.5,3.5,22:00-23:00,23:00:00,80,1:00:00,45,1:00-2:30,2:30-4:00,4:00-5:00,1200,0.15,400,0.936
sample_898,300,,405,700,15:30:00,38,15:40:00,80,17:00:00,100,18:00:00,102,0.2,19:30:00,103,20:30:00,103,0.2,300,0:30-1:00,50,9,5,1:00:00,70,1:30:00,75,11:00-11:30,370,3.5,3.5,11:30-13:30,13:30:00,52,16:30:00,30,16:30-18:00,19:00-20:30,,800,0.15,400,0.902
sample_419,300,,405,700,9:00:00,21,,,11:00:00,100,12:00:00,102,0.2,13:00:00,104,14:00:00,106,0.2,100,14:30-15:00,50,9,5,15:30:00,80,16:00:00,78,16:00-17:00,300,3.5,3.5,17:00-18:00,18:00:00,60,20:00:00,45,20:00-21:30,22:00-23:00,,800,0.15,400,0.913
sample_1795,300,,405,700,22:00:00,29,,,0:00:00,101,1:00:00,103,0.2,2:00:00,104,3:00:00,105,0.2,200,3:00-4:00,50,9,5,4:00:00,78,5:00:00,73,5:00-6:00,320,3.5,3.5,6:00-7:00,7:00:00,80,9:00:00,45,9:00-10:30,10:30-12:00,12:00-13:00,1200,0.15,400,0.913
sample_859,300,125,,980,3:30:00,21,,,5:00:00,100,6:00:00,102,0.2,7:00:00,103,8:00:00,104,0.2,300,11;30-12:00,40,10,5,12:00:00,70,12:30:00,78,19:00-20:00,300,3.5,3.5,20:00-21:30,21:30:00,60,3:00:00,40,3;30-5:00,5:30-7:00,,800,0.15,400,0.891
sample_1525,300,,405,700,11:20:00,80,,,12:30:00,100,13:30:00,103,0.2,14:30:00,103,15:30:00,104,0.2,300,16:30-17:00,50,9,5,17:30:00,75,18:00:00,70,2:00-2:30,350,3.5,3.5,2:30-4:30,4:30:00,65,7:00:00,45,9:00-10:30,11:00-12:30,,800,0.15,400,0.902
sample_360,300,,405,700,18:00:00,38,18:10:00,80,19:50:00,100,20:50:00,104,0.2,21:50:00,103,22:50:00,102,0.2,300,23:00-23:30,50,10,5,0:00:00,70,0:30:00,75,16:00-16:30,370,3.5,3.5,16:30-18:30,18:30:00,40,20:30:00,30,22:00-23:30,0:30-2:00,,800,0.15,400,0.947
sample_1597,300,,405,700,1:00:00,39,,,2:30:00,100,3:30:00,103,0.2,4:30:00,102,5:30:00,105,0.2,200,6:00-6:30,40,10,5,7:00:00,70,7:30:00,77,13:00-14:00,300,3.5,3.5,14:00-15:30,15:30:00,60,19:00:00,37,19:00-20:30,21:00-22:30,,800,0.15,420,0.947
sample_268,300,,405,700,6:00:00,29,,,8:00:00,102,9:00:00,103,0.2,10:00:00,104,11:00:00,105,0.2,200,11:00-12:00,50,9,5,12:00:00,80,13:00:00,73,13:00-14:00,320,3.5,3.5,14:00-15:00,15:00:00,80,17:00:00,45,17:00-21:00,,,1200,0.15,440,0.93
sample_845,300,125,,980,15:00:00,21,,,16:00:00,100,17:30:00,101,0.2,18:30:00,103,19:30:00,105,0.2,300,22:00-22:30,40,10,5,22:40:00,70,23:00:00,78,6:00-7:00,300,3.5,3.5,7:00-8:30,8:30:00,60,11:00:00,40,12:30-14:00,14:30-16;00,,800,0.15,400,0.891
sample_1377,300,,405,700,14:00:00,30,,,16:00:00,102,17:00:00,103,0.2,18:00:00,104,19:00:00,105,0.2,200,19:00-20:00,50,9,5,20:00:00,80,21:00:00,73,21:00-22:00,320,3.5,3.5,22:00-23:00,23:00:00,80,1:00:00,45,1:00-5:00,,,1200,0.15,440,0.93
sample_880,300,,405,700,12:30:00,21,13:00:00,73,15:00:00,100,16:00:00,102,0.2,17:00:00,103,18:00:00,104,0.2,300,20:30-21:00,50,9,5,21:00:00,70,21:30:00,75,4:00-4:30,300,3.5,3.5,4:30-5:30,5:30:00,50,12:00:00,35,12:30-14:00,15:00-16:30,,800,0.15,400,0.902
sample_591,300,,405,700,6:30:00,22,,,7:30:00,101,8:30:00,103,0.2,9:30:00,105,10:30:00,107,0.2,200,10:30-11:30,50,9,5,11:30:00,90,12:00:00,78,12:00-13:00,330,3.5,3.5,13:00-14:00,14:00:00,65,15:00:00,45,15:00-16:00,16:30-17:30,,800,0.15,400,0.891
sample_726,300,,405,700,6:00:00,29,,,8:00:00,103,9:00:00,104,0.2,10:00:00,105,11:00:00,106,0.2,200,11:00-12:00,50,9,5,12:00:00,80,13:00:00,73,13:00-14:00,320,3.5,3.5,14:00-15:00,15:00:00,80,17:00:00,45,17:00-21:00,,,1200,0.15,440,0.93
sample_827,300,,405,700,6:00:00,80,,,8:00:00,100,9:00:00,102,0.2,10:00:00,103,11:00:00,104,0.2,200,11:00-12:00,50,9,5,12:00:00,80,13:00:00,73,13:00-14:00,320,3.5,3.5,14:00-15:00,15:00:00,80,17:00:00,45,17:00-21:00,,,1200,0.15,440,0.93
sample_993,300,,405,700,18:00:00,22,,,19:00:00,100,20:00:00,104,0.2,21:00:00,106,22:00:00,107,0.2,200,22:10-22:40,50,9,5,23:00:00,70,23:30:00,75,23:30-0:30,300,3.5,3.5,0:30-1:30,1:30:00,68,3:30:00,47,3:40-5:00,5:15-6:40,,800,0.15,420,0.935
sample_1482,300,,405,700,13:30:00,30,13:45:00,80,15:00:00,100,16:00:00,103,0.2,17:00:00,102,18:00:00,104,0.2,300,19:30-20:00,50,9,5,20:00:00,70,20:30:00,75,6:00-6:30,350,3.5,3.5,6:30-7:30,7:30:00,60,10:00:00,45,10:00-11:30,13:00-14:30,,800,0.15,390,0.89
sample_473,300,,405,700,1:00:00,21,,,2:30:00,100,3:30:00,102,0.2,4:30:00,104,5:30:00,105,0.2,200,6:00-6:30,50,9,5,6:30:00,70,7:00:00,78,3:00-4:00,290,3.5,3.5,13:00-14:30,14:30:00,60,19:00:00,38,19:00-20:30,21:30-23:00,,800,0.15,400,0.902
sample_1624,300,,405,700,16:30:00,21,,,18:00:00,100,19:00:00,102,0.2,20:00:00,104,21:00:00,105,0.2,300,21:30-22:30,50,9,5,23:00:00,70,23:30:00,78,5:00-6:00,340,3.5,3.5,6:00-7:30,7:30:00,65,10:30:00,50,14:00-15:30,16:00-17:00,,800,0.15,420,0.935
sample_132,300,,405,700,6:00:00,29,,,8:00:00,102,9:00:00,103,0.2,10:00:00,105,11:00:00,104,0.2,200,11:00-12:00,50,9,5,12:00:00,79,13:00:00,76,13:00-14:00,320,3.5,3.5,14:00-15:00,15:00:00,74,17:00:00,45,17:00-19:30,19:0-21:00,21:00-22:00,1200,0.15,400,0.925
sample_16,300,,405,700,7:00:00,24,,,8:00:00,100,9:00:00,102,0.2,10:00:00,103,11:00:00,104,0.2,300,16:00-16:30,40,9,5,16:30:00,70,17:00:00,78,23:00-0:30,310,3.5,3.5,0:30-2:00,2:00:00,65,8:00:00,40,8:00-9:30,10:00-11:30,,800,0.15,420,0.923
sample_440,300,,405,700,4:00:00,21,,,5:00:00,100,6:00:00,102,0.2,7:00:00,104,8:00:00,106,0.2,100,8:00-8:30,70,9,5,8:30:00,80,9:00:00,78,9:00-10:00,290,3.5,3.5,10:00-11:00,11:00:00,65,13:00:00,45,14:00-15:30,16:00-17:00,,800,0.15,400,0.879
sample_1970,300,,405,700,6:00:00,30,,,8:00:00,102,9:00:00,103,0.2,10:00:00,104,11:00:00,105,0.2,200,11:00-12:00,50,9,5,12:00:00,80,13:00:00,73,13:00-14:00,320,3.5,3.5,14:00-15:00,15:00:00,80,17:00:00,45,17:00-18:30,18:30-19:30,19:30-20:30,1200,0.15,440,0.943
sample_1030,300,,405,700,1:00:00,21,,,2:30:00,100,3:30:00,102,0.2,4:30:00,104,5:30:00,105,0.2,200,6:00-6:30,50,9,5,7:00:00,70,7:30:00,78,12:30-13:30,300,3.5,3.5,13:30-14:30,14:30:00,65,17:30:00,45,19:00-20:30,21:30-23:00,,800,0.15,400,0.902
sample_1882,300,,405,700,6:00:00,29,,,8:00:00,102,9:00:00,103,0.2,10:00:00,104,11:00:00,105,0.2,200,11:00-12:00,50,9,5,12:00:00,80,13:00:00,73,13:00-14:00,320,3.5,3.5,14:00-15:00,15:00:00,80,17:00:00,45,17:00-18:30,18:30-20:00,20:00-21:00,1200,0.15,420,0.935
sample_477,300,,405,700,14:00:00,21,,,15:30:00,100,16:30:00,102,0.2,17:30:00,104,18:30:00,105,0.2,200,19:00-19:30,40,9,5,20:00:00,70,20:30:00,78,2:30-3:30,290,3.5,3.5,4:00-5:00,5:00:00,65,7:00:00,40,10:30-12:00,13:00-14:30,,800,0.15,400,0.902
sample_1027,300,,405,700,1900/1/21 0:00,34,,,22:30:00,100,23:30:00,103,0.2,0:30:00,104,1:10:00,105,0.2,200,2:00-2:30,50,9,5,3:00:00,70,3:30:00,75,4:00-5:00,290,3.5,3.5,5:30-7:00,7:00:00,65,8:00:00,40,14:30-15:30,17:00-18:30,,800,0.15,400,0.891
sample_1745,300,,405,700,6:00:00,29,,,8:00:00,102,9:00:00,103,0.2,10:00:00,105,11:00:00,107,0.2,200,11:00-12:00,50,9,5,12:00:00,79,13:00:00,72,13:00-14:00,320,3.5,3.5,14:00-15:00,15:00:00,80,17:00:00,45,17:00-18:30,18:30-20:00,20:00-21:00,1200,0.15,420,0.983
sample_905,300,,405,700,12:30:00,38,12:40:00,80,14:00:00,100,15:00:00,103,0.2,16:00:00,103,17:00:00,102,0.2,300,20:30-21:00,50,9,5,21:00:00,70,21:00:00,75,4:00-4:30,370,3.5,3.5,4:30-6:00,6:00:00,50,10:30:00,38,10:30-12:00,13:00-14:30,,800,0.15,400,0.902
sample_1272,300,,405,700,6:00:00,29,,,8:00:00,101,9:00:00,103,0.2,10:00:00,104,11:00:00,105,0.2,200,11:00-12:00,50,9,5,12:00:00,80,13:00:00,73,13:00-14:00,320,3.5,3.5,14:00-15:00,15:00:00,80,17:00:00,45,17:00-18:30,18:30-20:00,20:00-21:00,1200,0.15,400,0.936
sample_729,300,,405,700,6:00:00,27,,,8:00:00,100,9:00:00,103,0.2,10:00:00,104,11:00:00,105,0.2,200,11:00-12:00,50,9,5,12:00:00,80,13:00:00,73,13:00-14:00,320,3.5,3.5,14:00-15:00,15:00:00,80,17:00:00,45,17:00-21:00,,,1200,0.15,440,0.942
sample_854,300,125,,980,5:00:00,24,,,7:00:00,100,8:00:00,102,0.2,9:00:00,103,10:00:00,104,0.2,300,12:00-12:30,30,9,5,12:30:00,70,13:00:00,78,18:30-19:30,300,3.5,3.5,19:30-21:00,21:00:00,60,23:00:00,40,1:00-2:30,3:30-5:00,,800,0.15,400,0.902
sample_1555,300,,405,700,6:30:00,21,7:00:00,73,8:30:00,100,9:30:00,102,0.2,10:30:00,103,11:30:00,102,0.2,300,14:30-15:00,50,9,5,15:30:00,75,16:00:00,70,1:00-1:30,350,3.5,3.5,1:30-3:30,3:30:00,65,8:00:00,45,8:00-9:00,10:00-11:30,,800,0.15,400,0.891
sample_1580,300,,405,700,10:00:00,21,,,11:00:00,100,12:00:00,104,0.2,13:00:00,105,14:00:00,106,0.2,300,14:00-14:30,50,9,5,15:00:00,70,15:30:00,74,15:30-16:30,350,3.5,3.5,16:30-17:30,17:30:00,70,19:30:00,45,19:30-20:50,21:10-22:30,,800,0.15,400,0.902
sample_694,300,,405,700,11:00:00,29,,,13:00:00,102,14:00:00,103,0.2,15:00:00,104,16:00:00,105,0.2,200,16:00-17:00,50,9,5,17:00:00,80,18:00:00,73,18:00-19:00,320,3.5,3.5,19:00-20:00,20:00:00,80,22:00:00,45,22:00-23:00,23:00-1:00,1:00-2:00,1200,0.15,400,0.925
sample_915,300,,405,700,14:50:00,30,15:10:00,80,16:30:00,100,17:30:00,103,0.2,18:30:00,103,19:30:00,103,0.2,300,19:30-20:00,50,9,5,20:00:00,70,20:30:00,75,20:30-21:00,350,3.5,3.5,21:00-23:00,23:00:00,65,1:00:00,45,3:00-4:30,5:30-7:00,,800,0.15,400,0.891
sample_1679,300,,405,700,22:00:00,29,,,0:00:00,101,1:00:00,103,0.2,2:00:00,105,3:00:00,106,0.2,200,3:00-4:00,50,9,5,4:00:00,80,5:00:00,74,5:00-6:00,310,3.5,3.5,6:00-7:00,7:00:00,70,9:00:00,45,10:30-12:00,12:00-13:00,13:00-14:00,1200,0.15,400,0.902
sample_1310,300,,405,700,21:00:00,29,,,23:00:00,102,0:00:00,103,0.2,1:00:00,104,2:00:00,105,0.2,200,2:00-3:00,50,9,5,3:00:00,80,4:00:00,73,4:00-5:00,320,3.5,3.5,5:00-6:00,6:00:00,80,8:00:00,45,8:00-12:00,,,1200,0.15,440,0.943
sample_704,300,,405,700,22:00:00,30,,,0:00:00,102,1:00:00,102,0.2,2:00:00,103,3:00:00,105,0.2,200,3:00-4:00,50,9,5,4:00:00,78,5:00:00,76,5:00-6:00,320,3.5,3.5,6:00-7:00,7:00:00,70,9:00:00,45,9:00-10:30,10:30-12:00,12:00-13:00,1200,0.15,420,0.941
sample_104,300,,405,700,4:00:00,29,,,6:00:00,102,7:00:00,103,0.2,8:00:00,104,9:00:00,105,0.2,200,9:00-10:00,50,9,5,10:00:00,79,11:00:00,72,11:00-12:00,320,3.5,3.5,12:00-13:00,13:00:00,80,15:00:00,45,15:00-16:30,16:30-18:00,18:00-19:00,1200,0.15,400,0.902
sample_1425,300,,405,700,13:00:00,23,,,14:30:00,100,15:30:00,104,0.2,16:30:00,105,17:30:00,105,0.2,300,22:00-22:30,50,9,5,22:30:00,70,23:00:00,78,5:00-6:00,300,3.5,3.5,6:00-7:30,7:30:00,60,10:30:00,40,12:30-14:00,14:30-16:00,,800,0.15,400,0.902
sample_61,300,,405,700,10:00:00,18,,,11:00:00,100,12:00:00,106,0.2,13:00:00,106,14:00:00,105,0.2,300,14:20-14:50,50,9,5,15:20:00,70,15:50:00,75,15:50-17:00,350,3.5,3.5,17:00-18:00,18:00:00,70,19:30:00,45,19:30-21:00,21:30-23:00,,800,0.15,400,0.902
sample_785,300,,405,700,6:00:00,30,,,8:00:00,102,9:00:00,104,0.2,10:00:00,104,11:00:00,105,0.2,200,11:00-12:00,50,9,5,12:00:00,80,13:00:00,73,13:00-14:00,320,3.5,3.5,14:00-15:00,15:00:00,80,17:00:00,45,17:00-21:00,,,1200,0.15,440,0.955
sample_1837,300,,405,700,14:00:00,29,,,16:00:00,102,17:00:00,103,0.2,18:00:00,104,19:00:00,105,0.2,200,19:00-20:00,50,9,5,20:00:00,78,21:00:00,73,21:00-22:00,320,3.5,3.5,6:00-7:00,7:00:00,80,9:00:00,45,9:00-10:30,10:30-12:00,12:00-13:00,1200,0.15,420,0.971
sample_970,300,,405,700,15:40:00,21,,,17:10:00,100,18:10:00,101,0.2,19:10:00,102,20:10:00,102,0.2,300,20:30-20:50,30,10,5,21:00:00,70,22:30:00,75,0:00-1:00,300,3.5,3.5,1:25-2:30,3:00:00,60,5:00:00,40,5:00-6:30,7:00-8:30,,800,0.15,400,0.879
sample_1052,300,,405,700,16:30:00,24,,,18:00:00,100,19:00:00,101,0.2,20:00:00,103,21:00:00,103,0.2,300,21:30-22:00,50,9,5,22:30:00,70,23:00:00,78,4:00-5:00,360,3.5,3.5,5:00-6:00,6:00:00,65,9:00:00,45,11:00-14:30,15:00-16:30,,800,0.15,400,0.902
sample_79,300,,405,700,6:00:00,29,,,8:00:00,102,9:00:00,103,0.2,10:00:00,104,11:00:00,105,0.2,200,11:00-12:00,50,9,5,12:00:00,80,13:00:00,73,13:00-14:00,320,3.5,3.5,14:00-15:00,15:00:00,80,17:00:00,45,17:00-18:30,18:30-20:00,20:00-21:00,1200,0.15,400,0.879
sample_1952,300,,405,700,6:00:00,29,,,8:00:00,102,9:00:00,103,0.2,10:00:00,104,11:00:00,105,0.2,200,11:00-12:00,50,9,5,12:00:00,80,13:00:00,73,13:00-14:00,320,3.5,3.5,14:00-15:00,15:00:00,80,17:00:00,45,17:00-21:00,,,1200,0.15,440,0.93
sample_392,300,,405,700,6:00:00,22,,,7:00:00,100,8:00:00,104,0.2,9:00:00,106,10:00:00,107,0.2,200,10:10-10:40,50,10,5,11:00:00,70,11:30:00,76,11:30-12:30,,,,13:00-14:00,14:00:00,63,16:00:00,45,16:20-17:30,17:40-19:00,,800,0.15,420,0.923
sample_166,300,,405,700,6:00:00,29,,,8:00:00,102,9:00:00,102,0.2,10:00:00,104,11:00:00,105,0.2,200,11:00-12:00,50,9,5,12:00:00,79,13:00:00,75,13:00-14:00,1200,0.15,3.5,14:00-15:00,15:00:00,80,17:00:00,45,17:00-18:30,18:30-20:00,20:00-21:00,1200,0.15,400,0.936
sample_1443,300,,405,700,17:00:00,21,,,18:00:00,100,19:00:00,102,0.2,20:00:00,102,21:00:00,103,0.2,300,0:30-1:00,40,9,5,1:00:00,70,1:30:00,78,10:00-11:00,300,3.5,3.5,11:00-12:30,12:30:00,60,16:00:00,45,16:00-17:30,18:00-19:30,,800,0.15,440,1.0008
sample_1185,300,,405,700,6:00:00,29,,,8:00:00,101,9:00:00,103,0.2,10:00:00,104,11:00:00,105,0.2,200,11:00-12:00,50,9,5,12:00:00,78,13:00:00,75,13:00-14:00,320,3.5,3.5,14:00-15:0,15:00:00,80,17:00:00,45,17:00-18:30,18:30-20:00,20:00-21:00,1200,0.15,400,0.947
sample_986,300,,405,700,14:00:00,20,,,15:00:00,100,16:00:00,103,0.2,17:00:00,105,18:00:00,107,0.2,300,18:10-18:40,50,9,5,19:00:00,70,19:30:00,78,19:30-20:30,300,3.5,3.5,20:30-21:30,21:30:00,68,23:30:00,45,23:40-1:10,1:20-2:40,,800,0.15,420,0.949
sample_1392,300,,405,700,14:00:00,29,,,16:00:00,102,17:00:00,104,0.2,18:00:00,105,19:00:00,106,0.2,200,19:00-20:00,50,9,5,20:00:00,80,21:00:00,73,21:00-22:00,320,3.5,3.5,22:00-23:00,23:00:00,80,1:00:00,45,1:00-5:00,,,1200,0.15,440,0.93
sample_1303,300,,405,700,14:00:00,28,,,16:00:00,102,17:00:00,103,0.2,18:00:00,104,19:00:00,105,0.2,200,19:00-20:00,50,9,5,20:00:00,80,21:00:00,73,21:00-22:00,320,3.5,3.5,22:00-23:00,23:00:00,80,1:00:00,45,1:00-5:00,,,1200,0.15,460,0.985
sample_908,300,,405,700,15:00:00,40,15:15:00,80,16:30:00,100,17:30:00,103,0.2,18:30:00,102,19:30:00,102,0.2,300,1:00-1:30,50,10,5,1:30:00,70,2:00:00,75,11:00-11:30,370,3.5,3.5,11:30-13:30,13:30:00,45,17:00:00,28,17:00-18:30,19:00-20:30,,800,0.15,400,0.879
sample_1206,300,,405,700,6:00:00,29,,,8:00:00,101,9:00:00,103,0.2,10:00:00,104,11:00:00,105,0.2,200,11:00-12:00,50,9,5,12:00:00,80,13:00:00,73,13:00-14:00,320,3.5,3.5,14:00-15:00,15:00:00,80,17:00:00,45,17:00-18:30,18:30-20:00,20:00-21:00,1200,0.15,400,0.936
sample_350,300,,405,700,6:00:00,41,6:15:00,80,7:30:00,100,8:30:00,103,0.2,9:30:00,102,10:30:00,102,0.2,300,14:30-15:00,50,9,5,15:30:00,70,16:00:00,75,23:30-0:00,370,3.5,3.5,0:00-1:30,1:30:00,45,8:00:00,26,8:00-9:30,10:30-12:00,,800,0.15,400,0.891
sample_186,300,,405,700,14:00:00,29,,,16:00:00,102,17:00:00,103,0.2,18:00:00,104,19:00:00,105,0.2,200,19:00-20:00,50,9,5,20:00:00,80,21:00:00,72,21:00-22:00,300,3.5,3.5,22:00-23:00,23:00:00,79,1:00:00,45,1:00-2:30,2:30-4:00,4:00-5:00,1200,0.15,420,0.959
sample_1594,300,,405,700,18:00:00,20,,,19:00:00,100,20:00:00,106,0.2,21:00:00,106,22:00:00,107,0.2,300,22:00-22:30,50,9,5,23:00:00,70,23:30:00,74,23:30-0:30,350,3.5,3.5,0:30-1:30,1:30:00,69,3:30:00,45,3:30-4:50,5:10-6:30,,900,0.15,420,0.935
sample_372,300,,405,700,15:30:00,38,15:40:00,80,17:00:00,100,18:00:00,103,0.2,19:00:00,102,20:00:00,103,0.2,300,0:00-0:30,50,10,5,0:30:00,70,1:00:00,75,10:30-11:00,370,3.5,3.5,11:00-13:00,13:00:00,60,15:30:00,45,15:30-17:00,17:00-19:00,,800,0.15,420,0.935
sample_118,300,,405,700,22:00:00,29,,,0:00:00,101,1:00:00,103,0.2,2:00:00,104,3:00:00,105,0.2,200,3:00-4:00,50,9,5,4:00:00,80,5:00:00,73,5:00-6:00,320,3.5,3.5,6:00-7:00,7:00:00,80,9:00:00,45,9:00-10:30,10:30-12:00,12:00-13:00,1200,0.15,400,0.902
sample_1570,300,,405,700,1:30:00,38,,,3:00:00,100,4:00:00,101,0.2,5:00:00,103,6:00:00,103,0.2,200,6:30-7:0,50,10,5,7:30:00,70,7:30:00,77,12:00-13:00,290,3.5,3.5,13:00-14:00,14:00:00,65,17:00:00,45,19:00-20:30,21:30-23:00,,800,0.15,400,0.902
sample_1115,300,,405,700,9:00:00,29,,,11:00:00,101,12:00:00,103,0.2,13:00:00,104,14:00:00,105,0.2,200,14:00-15:00,50,9,5,15:00:00,80,16:00:00,73,16:00-17:00,320,3.5,3.5,17:00-18:00,18:00:00,80,20:00:00,45,20:00-21:30,21:30-23:00,23:00-0:00,1200,0.15,400,0.902
sample_253,300,,405,700,6:00:00,27,,,8:00:00,102,9:00:00,103,0.2,10:00:00,104,11:00:00,105,0.2,200,11:00-12:00,50,9,5,12:00:00,80,13:00:00,73,13:00-14:00,320,3.5,3.5,14:00-15:00,15:00:00,80,17:00:00,45,17:00-21:00,,,1200,0.15,440,0.943
sample_508,300,,405,700,1:00:00,24,,,2:30:00,100,3:30:00,101,0.2,4:30:00,101,5:30:00,103,0.2,300,6:00-6:30,50,10,5,7:00:00,70,7:30:00,78,14:30-15:30,350,3.5,3.5,15:30-16:30,16:30:00,65,15:00:00,45,22:00-23:30,0:00-1:30,,800,0.15,420,0.947
sample_1308,300,,405,700,6:00:00,28,,,8:00:00,103,9:00:00,103,0.2,10:00:00,104,11:00:00,105,0.2,200,11:00-12:00,50,9,5,12:00:00,80,13:00:00,73,13:00-14:00,320,3.5,3.5,14:00-15:00,15:00:00,80,17:00:00,45,17:00-21:00,,,1200,0.15,440,0.93
sample_396,300,,405,700,14:00:00,24,,,15:00:00,100,16:00:00,105,0.2,17:00:00,107,18:00:00,107,0.2,300,18:10-18:40,50,9,5,19:00:00,70,19:30:00,77,19:30-20:30,320,3.5,3.5,21:00-22:00,22:00:00,67,0:00:00,45,0:10-1:20,1:40-2:50,,900,0.15,420,0.902
sample_626,300,,405,700,22:00:00,29,,,0:00:00,101,1:00:00,103,0.2,2:00:00,104,3:00:00,105,0.2,200,3:00-4:00,50,9,5,4:00:00,80,5:00:00,73,5:00-6:00,320,3.5,3.5,6:00-7:00,7:00:00,80,9:00:00,45,9:00-10:30,10:30-12:00,12:00-13:00,1200,0.15,420,0.983
sample_696,300,,405,700,11:00:00,30,,,13:00:00,101,14:00:00,103,0.2,15:00:00,105,16:00:00,107,0.2,200,16:00-17:00,50,9,5,17:00:00,80,18:00:00,72,18:00-19:00,320,3.5,3.5,19:00-20:00,20:00:00,80,22:00:00,45,22:00-23:30,23:30-1:00,1:00-2:00,1200,0.15,400,0.925
sample_1512,300,,405,700,20:00:00,22,,,21:30:00,100,22:30:00,101,0.2,23:30:00,104,0:30:00,105,0.2,300,0:30-1:00,60,10,5,1:30:00,70,2:00:00,75,2:30-3:30,320,3.5,3.5,3:30-4:30,4:30:00,60,9:00:00,45,9:00-10:30,11:00-12:30,,800,0.15,400,0.902
sample_762,300,,405,700,22:00:00,30,,,0:00:00,102,1:00:00,103,0.2,2:00:00,104,3:00:00,105,0.2,200,3:00-4:00,50,9,5,4:00:00,80,5:00:00,73,5:00-6:00,320,3.5,3.5,6:00-7:00,7:00:00,80,9:00:00,45,9:00-12:00,,,1200,0.15,440,0.943
sample_1102,300,,405,700,5:30:00,28,,,7:00:00,100,8:00:00,102,0.2,9:00:00,104,10:00:00,104,0.2,300,13:00-13:30,50,10,5,14:00:00,70,14:30:00,78,21:30-22:30,340,3.5,3.5,22:30-0:00,0:00:00,65,3:00:00,45,3:00-4:30,5:30-7:00,,800,0.15,440,0.961
sample_264,300,,405,700,21:00:00,30,,,23:00:00,102,0:00:00,103,0.2,1:00:00,104,2:00:00,105,0.2,200,2:00-3:00,50,9,5,3:00:00,80,4:00:00,73,4:00-5:00,320,3.5,3.5,5:00-6:00,6:00:00,80,8:00:00,45,8:00-12:00,,,1200,0.15,440,0.93
sample_1799,300,,405,700,6:00:00,29,,,8:00:00,101,9:00:00,102,0.2,10:00:00,103,11:00:00,105,0.2,200,11:00-12:00,50,9,5,12:00:00,78,13:00:00,73,13:00-14:00,320,3.5,3.5,14:00-15:00,15:00:00,80,17:00:00,45,17:00-18:30,18:30-20:00,20:00-21:00,1200,0.15,400,0.913
